,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_NOTA_REDACAO,NU_NOTA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC
0,1100015,Alta Floresta D'Oeste,11,RO,562.2872340425532,503.0244680851067,467.09281914893614,495.1925531914895,506.72925531914836
1,1100023,Ariquemes,11,RO,535.4170249355116,499.1663370593289,463.6404557179711,494.0215821152198,509.7412725709384
2,1100031,Cabixi,11,RO,503.4375,497.44374999999985,454.45312499999994,476.4796875000001,490.6499999999998
3,1100049,Cacoal,11,RO,546.7935578330893,510.8744875549052,469.2048316251822,496.84399707174197,511.7807101024881
4,1100056,Cerejeiras,11,RO,556.3013698630137,505.1756849315069,468.3811643835617,491.67294520547966,508.29349315068475
5,1100064,Colorado do Oeste,11,RO,538.6813186813187,506.54542124542155,468.1271062271063,496.9838827838827,508.6505494505498
6,1100072,Corumbiara,11,RO,539.3103448275862,487.5413793103449,465.97413793103453,482.2155172413794,490.64999999999986
7,1100080,Costa Marques,11,RO,473.6645962732919,467.2161490683229,430.52360248447195,465.131055900621,481.3354037267081
8,1100098,Espigão D'Oeste,11,RO,541.056,508.25503999999955,465.35136000000017,497.83024000000006,505.19903999999946
9,1100106,Guajará-Mirim,11,RO,473.51826792963465,466.41481732070366,438.8171853856561,466.94181326116404,488.01840324763185
10,1100114,Jaru,11,RO,522.6992561105208,487.72157279489903,452.96301806588735,484.75270988310336,503.19596174282697
11,1100122,Ji-Paraná,11,RO,541.1353976927747,502.0779599271394,462.9778992106857,491.37052216150624,508.1041287188833
12,1100130,Machadinho D'Oeste,11,RO,523.2804232804233,490.8169312169307,460.2367724867725,482.6968253968252,495.70978835978843
13,1100148,Nova Brasilândia D'Oeste,11,RO,535.1111111111111,503.2499999999999,455.9714814814815,484.66148148148136,499.8940740740746
14,1100155,Ouro Preto do Oeste,11,RO,530.1538461538462,494.6481538461543,458.2295384615382,488.3446153846152,503.9693846153843
15,1100189,Pimenta Bueno,11,RO,539.8469387755102,500.2864795918372,457.8446428571427,486.1413265306122,506.04910714285757
16,1100205,Porto Velho,11,RO,543.9773655349434,494.20471356901226,460.0954672733656,493.4139248629085,508.6240870376866
17,1100254,Presidente Médici,11,RO,533.9571150097466,493.088499025341,460.457699805068,489.6668615984409,502.7789473684213
18,1100262,Rio Crespo,11,RO,492.3404255319149,475.15957446808494,445.5914893617021,470.7042553191491,490.2361702127659
19,1100288,Rolim de Moura,11,RO,523.1147540983607,494.20922131147495,462.8963797814211,491.7551229508197,508.50409836065563
20,1100296,Santa Luzia D'Oeste,11,RO,544.8979591836735,488.56802721088405,456.02585034013606,494.3714285714288,504.5721088435371
21,1100304,Vilhena,11,RO,532.8813559322034,506.92907036466335,469.76851566512545,500.7178736517719,517.0628145865431
22,1100320,São Miguel do Guaporé,11,RO,533.4718100890208,487.9875370919879,451.34480712166203,479.62047477744784,494.23293768546
23,1100338,Nova Mamoré,11,RO,481.1910669975186,468.56501240694826,433.96104218362314,467.09602977667504,484.1416873449134
24,1100346,Alvorada D'Oeste,11,RO,526.8852459016393,486.72295081967223,450.76311475409835,478.6155737704923,500.63073770491775
25,1100379,Alto Alegre dos Parecis,11,RO,517.6543209876543,481.7444444444442,448.5709876543208,487.9086419753089,494.60061728395056
26,1100403,Alto Paraíso,11,RO,515.4054054054054,490.529054054054,446.8445945945946,481.53108108108074,500.1432432432433
27,1100452,Buritis,11,RO,498.7583148558758,482.30066518847,448.0130820399111,479.4328159645236,498.16518847006677
28,1100502,Novo Horizonte do Oeste,11,RO,529.8684210526316,506.1177631578946,460.26907894736837,483.2861842105265,499.5631578947364
29,1100601,Cacaulândia,11,RO,537.7464788732394,479.523943661972,456.356338028169,487.56619718309867,499.77323943661986
30,1100700,Campo Novo de Rondônia,11,RO,557.1428571428571,485.0723809523809,445.86761904761926,469.36952380952357,488.37904761904764
31,1100809,Candeias do Jamari,11,RO,522.8703703703703,483.1282407407415,453.49189814814787,480.91412037037037,498.86296296296314
32,1100908,Castanheiras,11,RO,505.88235294117646,466.9078431372549,421.8254901960785,472.9725490196078,478.421568627451
33,1100924,Chupinguaia,11,RO,446.1290322580645,464.7854838709677,434.4612903225807,465.0774193548387,481.1112903225805
34,1100940,Cujubim,11,RO,497.6969696969697,480.7127272727276,429.6890909090909,463.0072727272727,483.4587878787877
35,1101005,Governador Jorge Teixeira,11,RO,490.625,475.3468749999999,433.9953125,463.9640625000003,483.68671875000007
36,1101104,Itapuã do Oeste,11,RO,462.22222222222223,473.9759259259257,444.53518518518536,473.1851851851854,487.35493827160485
37,1101203,Ministro Andreazza,11,RO,565.4658385093168,492.6124223602484,455.4341614906831,479.72360248447205,490.30621118012425
38,1101302,Mirante da Serra,11,RO,534.2465753424658,488.3698630136988,451.61780821917836,483.7401826484023,499.3232876712328
39,1101401,Monte Negro,11,RO,509.89473684210526,479.13526315789494,439.3526315789471,479.64684210526315,489.7652631578949
40,1101435,Nova União,11,RO,554.7126436781609,488.84712643678165,450.5942528735633,483.33333333333326,501.3999999999998
41,1101450,Parecis,11,RO,565.3061224489796,485.1816326530612,466.04693877551034,485.9326530612246,496.15510204081636
42,1101468,Pimenteiras do Oeste,11,RO,470.90909090909093,484.34090909090907,437.44090909090903,446.640909090909,471.03181818181815
43,1101476,Primavera de Rondônia,11,RO,543.5164835164835,482.82637362637377,452.1098901098902,469.1978021978023,497.69890109890093
44,1101484,São Felipe D'Oeste,11,RO,602.077922077922,505.44285714285695,460.5961038961041,485.4766233766234,502.7844155844155
45,1101492,São Francisco do Guaporé,11,RO,540.9125475285172,483.8387832699619,445.5733840304181,474.393155893536,495.7148288973383
46,1101500,Seringueiras,11,RO,505.3333333333333,489.7911111111113,445.32000000000005,471.04666666666657,484.72111111111104
47,1101559,Teixeirópolis,11,RO,532.3456790123457,471.3839506172841,457.58395061728396,463.50246913580236,493.7172839506172
48,1101609,Theobroma,11,RO,497.3333333333333,484.4506666666666,459.22533333333337,489.372,499.46266666666685
49,1101708,Urupá,11,RO,566.1728395061729,494.67962962962946,452.7462962962967,494.65246913580245,505.04320987654313
50,1101757,Vale do Anari,11,RO,523.4666666666667,475.6880000000001,448.01199999999983,469.14533333333327,492.5959999999999
51,1101807,Vale do Paraíso,11,RO,546.3716814159292,483.28849557522125,452.5053097345135,478.45044247787604,496.7530973451327
52,1200013,Acrelândia,12,AC,510.17543859649123,476.1631578947367,441.0530701754382,473.0315789473686,490.0381578947366
53,1200054,Assis Brasil,12,AC,504.72222222222223,484.1277777777776,434.5277777777778,470.67222222222216,500.0402777777779
54,1200104,Brasiléia,12,AC,525.3376205787781,485.9710610932478,445.5154340836015,489.6344051446946,509.0562700964628
55,1200138,Bujari,12,AC,492.3008849557522,466.0402654867254,430.8522123893805,468.9106194690262,484.83495575221247
56,1200179,Capixaba,12,AC,565.3846153846154,473.05641025641035,436.7999999999999,471.6474358974359,489.1115384615383
57,1200203,Cruzeiro do Sul,12,AC,549.3953488372093,477.67674418604696,443.88691860465,477.8871511627925,496.2989825581382
58,1200252,Epitaciolândia,12,AC,524.0528634361234,480.05550660792966,454.73920704845796,488.61585903083716,508.0493392070484
59,1200302,Feijó,12,AC,518.0135440180587,477.28419864559794,435.00744920993253,474.63002257336336,490.084875846501
60,1200328,Jordão,12,AC,487.10526315789474,462.907894736842,426.4631578947368,467.1118421052632,477.10789473684224
61,1200336,Mâncio Lima,12,AC,548.2565130260521,464.5527054108212,433.2234468937872,462.07655310621226,478.42104208416833
62,1200344,Manoel Urbano,12,AC,542.1782178217821,476.93861386138593,437.81980198019806,468.11584158415843,491.07227722772285
63,1200351,Marechal Thaumaturgo,12,AC,467.89115646258506,443.6551020408162,423.8782312925169,455.48095238095215,464.4224489795919
64,1200385,Plácido de Castro,12,AC,518.5443037974684,476.7772151898738,436.51329113924055,466.2170886075946,485.71424050632936
65,1200393,Porto Walter,12,AC,589.0909090909091,473.63030303030297,423.4045454545455,472.2106060606061,480.85606060606045
66,1200401,Rio Branco,12,AC,547.7320669280468,486.1966370313115,456.4186205754054,489.5460544480643,507.64147109172296
67,1200427,Rodrigues Alves,12,AC,548.5714285714286,473.3566137566135,433.3455026455027,463.03068783068784,482.1925925925928
68,1200435,Santa Rosa do Purus,12,AC,544.2105263157895,481.1789473684211,442.2157894736843,505.06842105263166,505.56842105263155
69,1200450,Senador Guiomard,12,AC,526.8358714043993,478.6771573604063,443.70913705583735,472.79458544839264,495.57935702199666
70,1200500,Sena Madureira,12,AC,511.1749347258486,469.9193211488253,440.9347258485639,468.99451697127904,489.04908616187987
71,1200609,Tarauacá,12,AC,516.0897435897435,463.19471153846115,432.79519230769245,466.324198717949,483.63429487179496
72,1200708,Xapuri,12,AC,563.402489626556,496.9087136929458,472.9821576763488,486.9643153526973,505.88008298755153
73,1200807,Porto Acre,12,AC,504.3356643356643,462.6632867132864,438.8821678321681,472.47202797202755,486.5409090909092
74,1300029,Alvarães,13,AM,497.05882352941177,457.8421568627451,436.41078431372523,458.8539215686273,473.5872549019607
75,1300060,Amaturá,13,AM,403.62068965517244,433.70862068965516,408.45086206896553,434.3103448275861,445.1663793103448
76,1300086,Anamã,13,AM,476.69172932330827,451.3308270676692,418.25714285714275,466.55187969924816,487.30902255639097
77,1300102,Anori,13,AM,510.55555555555554,469.72962962962964,432.9824074074076,459.0509259259259,479.0064814814818
78,1300144,Apuí,13,AM,469.2517006802721,479.79523809523823,448.64149659863966,478.8170068027208,489.71360544217686
79,1300201,Atalaia do Norte,13,AM,440.0,451.48208955223873,415.3044776119402,440.00597014925387,452.0164179104476
80,1300300,Autazes,13,AM,485.8119658119658,458.85726495726476,428.7854700854699,453.1405982905982,475.9696581196584
81,1300409,Barcelos,13,AM,520.0,490.44518518518504,453.3362962962961,483.75851851851877,503.5548148148148
82,1300508,Barreirinha,13,AM,472.07708779443254,446.75032119914334,424.3646680942183,453.0154175588866,465.3625267665951
83,1300607,Benjamin Constant,13,AM,339.87460815047024,438.25470219435783,412.6973354231977,432.6484326018804,435.00485893416896
84,1300631,Beruri,13,AM,448.06722689075633,460.9394957983194,417.6378151260504,440.8764705882354,463.78067226890755
85,1300680,Boa Vista do Ramos,13,AM,452.16494845360825,442.43144329896904,418.99226804123697,450.4783505154637,466.47680412371125
86,1300706,Boca do Acre,13,AM,538.7096774193549,473.26478494623655,430.65779569892493,461.41021505376324,488.3282258064513
87,1300805,Borba,13,AM,461.9047619047619,456.658201058201,422.2936507936509,451.70264550264585,467.9005291005293
88,1300839,Caapiranga,13,AM,468.2191780821918,457.81643835616444,429.5602739726029,441.8767123287671,468.43835616438355
89,1300904,Canutama,13,AM,458.49056603773585,458.6339622641509,438.23962264150936,462.5037735849057,477.3811320754717
90,1301001,Carauari,13,AM,474.7826086956522,459.9233695652173,428.0456521739131,452.19836956521715,469.09021739130407
91,1301100,Careiro,13,AM,465.90673575129534,451.32746113989657,424.58652849740923,448.0590673575129,476.14248704663214
92,1301159,Careiro da Várzea,13,AM,504.88188976377955,461.90000000000015,436.4251968503936,471.2669291338583,486.99212598425186
93,1301209,Coari,13,AM,506.04200323101776,455.245234248789,433.8228594507266,455.591437802908,475.7069466882063
94,1301308,Codajás,13,AM,493.6458333333333,467.1192708333333,431.21093750000006,454.6479166666668,476.9156250000001
95,1301407,Eirunepé,13,AM,530.2439024390244,478.79930313588847,442.1076655052266,473.0031358885019,488.9466898954704
96,1301506,Envira,13,AM,489.26174496644296,464.4691275167785,431.81677852348975,452.525503355705,474.96845637583885
97,1301605,Fonte Boa,13,AM,511.0810810810811,457.2493243243243,437.9668918918918,463.2344594594595,479.75337837837816
98,1301654,Guajará,13,AM,545.6470588235294,458.11705882352965,426.8570588235295,459.9358823529413,476.7176470588236
99,1301704,Humaitá,13,AM,501.91464821222604,466.7855824682813,436.15478662053084,467.46539792387546,487.9337946943485
100,1301803,Ipixuna,13,AM,534.1379310344828,458.94568965517266,426.5810344827586,447.7129310344827,470.30258620689654
101,1301852,Iranduba,13,AM,505.4366197183099,461.9132394366195,438.17690140845025,472.60478873239487,488.84056338028194
102,1301902,Itacoatiara,13,AM,506.0815939278937,466.71655597722923,437.74037001897557,468.8360056925984,487.32272296015213
103,1301951,Itamarati,13,AM,450.0,456.33225806451605,420.1129032258065,435.7370967741936,462.1306451612903
104,1302009,Itapiranga,13,AM,489.8305084745763,473.157627118644,430.7940677966103,466.1661016949154,484.4474576271187
105,1302108,Japurá,13,AM,447.1698113207547,451.18867924528297,420.3641509433962,445.4905660377359,458.74716981132065
106,1302207,Juruá,13,AM,523.0769230769231,455.57500000000005,423.6730769230771,461.9288461538462,468.9019230769229
107,1302306,Jutaí,13,AM,472.15686274509807,441.1323529411765,419.6411764705881,456.89705882352956,477.38725490196083
108,1302405,Lábrea,13,AM,496.3896848137536,467.5154727793699,433.800573065903,460.9220630372494,480.59684813753614
109,1302504,Manacapuru,13,AM,496.2448418156809,470.46368638239346,438.9368638239348,473.2815680880331,490.22709766162234
110,1302553,Manaquiri,13,AM,460.7692307692308,447.41730769230765,419.93461538461537,451.09999999999997,467.50000000000006
111,1302603,Manaus,13,AM,529.6987604764824,488.8818252773638,457.7760197729095,492.2460314805495,509.97024214380656
112,1302702,Manicoré,13,AM,513.7984496124031,470.29263565891443,427.22015503875986,457.3197674418606,480.8131782945739
113,1302801,Maraã,13,AM,475.23809523809524,457.1555555555557,420.4015873015872,441.6301587301588,476.431746031746
114,1302900,Maués,13,AM,507.4347826086956,472.72217391304326,441.91413043478184,473.62826086956517,493.2893478260872
115,1303007,Nhamundá,13,AM,480.51851851851853,451.0788888888892,423.12888888888915,457.14444444444456,467.74444444444435
116,1303106,Nova Olinda do Norte,13,AM,479.7894736842105,463.275263157895,428.6531578947369,460.18789473684234,473.04421052631596
117,1303205,Novo Airão,13,AM,511.6363636363636,480.60909090909104,432.84000000000015,478.4863636363638,486.6363636363637
118,1303304,Novo Aripuanã,13,AM,448.42105263157896,453.3232456140352,419.1570175438596,450.11008771929824,463.7714912280698
119,1303403,Parintins,13,AM,499.49142156862746,461.0816482843148,437.33658088235285,468.59549632352923,483.1107843137252
120,1303502,Pauini,13,AM,478.4466019417476,451.66407766990307,421.36019417475734,444.4242718446602,476.9475728155337
121,1303536,Presidente Figueiredo,13,AM,523.5025380710659,471.0494923857862,446.3461928934008,470.5817258883245,491.0390862944161
122,1303569,Rio Preto da Eva,13,AM,502.8395061728395,463.08117283950594,440.92314814814824,472.1361111111105,493.70802469135793
123,1303601,Santa Isabel do Rio Negro,13,AM,495.6302521008403,445.6857142857141,416.22016806722695,462.1134453781511,479.6873949579831
124,1303700,Santo Antônio do Içá,13,AM,445.94594594594594,445.0304054054053,411.13716216216204,437.08108108108115,451.1898648648649
125,1303809,São Gabriel da Cachoeira,13,AM,511.4435695538058,466.8734908136478,438.33254593175826,469.7186351706039,479.75853018372726
126,1303908,São Paulo de Olivença,13,AM,440.15503875968994,452.3666666666668,419.0232558139538,444.36007751938007,457.9643410852715
127,1303957,São Sebastião do Uatumã,13,AM,469.90291262135923,445.1631067961166,415.3252427184466,438.70097087378673,450.7970873786407
128,1304005,Silves,13,AM,445.0485436893204,458.8572815533981,423.23398058252405,447.7203883495146,480.31747572815533
129,1304062,Tabatinga,13,AM,430.875,455.86046874999977,430.6471874999996,454.52859374999935,469.0082812499994
130,1304104,Tapauá,13,AM,508.1081081081081,471.2587837837835,436.02770270270275,459.1986486486485,489.5128378378379
131,1304203,Tefé,13,AM,536.9108280254777,477.1579617834399,450.1186305732484,477.599044585987,494.3378980891715
132,1304237,Tonantins,13,AM,414.3884892086331,444.4438848920866,419.36402877697833,439.5669064748203,453.4115107913667
133,1304260,Uarini,13,AM,369.11764705882354,430.78088235294126,409.47352941176473,443.87352941176465,461.5250000000001
134,1304302,Urucará,13,AM,473.30049261083747,452.93349753694565,423.16600985221675,452.95467980295575,465.59999999999997
135,1304401,Urucurituba,13,AM,482.0979020979021,454.1440559440561,419.7321678321679,453.2251748251751,472.3314685314686
136,1400027,Amajari,14,RR,487.8787878787879,449.5969696969697,446.84848484848476,451.49999999999994,474.7090909090909
137,1400050,Alto Alegre,14,RR,446.4761904761905,463.41999999999985,446.9038095238094,461.47714285714284,470.52666666666653
138,1400100,Boa Vista,14,RR,537.039305768249,502.3529734558443,470.0935298621754,502.80130168453263,514.4743491577334
139,1400159,Bonfim,14,RR,448.0,444.95428571428573,438.13999999999993,459.1114285714287,466.75142857142845
140,1400175,Cantá,14,RR,474.24657534246575,470.4219178082191,449.3178082191781,497.0712328767122,503.6917808219178
141,1400209,Caracaraí,14,RR,493.5211267605634,466.5161971830984,446.46126760563385,471.8598591549295,491.31478873239445
142,1400233,Caroebe,14,RR,467.6595744680851,468.5510638297871,431.70425531914884,463.56382978723417,477.35106382978756
143,1400282,Iracema,14,RR,538.5185185185185,474.6592592592592,459.1592592592594,480.56666666666666,484.23333333333346
144,1400308,Mucajaí,14,RR,495.625,460.2234375000003,437.2179687499999,472.86249999999984,490.12265624999986
145,1400407,Normandia,14,RR,540.0,463.75,440.36428571428576,487.82857142857137,489.79999999999984
146,1400456,Pacaraima,14,RR,502.9268292682927,487.1731707317074,464.60731707317075,493.53170731707326,503.66341463414636
147,1400472,Rorainópolis,14,RR,492.9100529100529,477.54074074074066,451.87777777777745,484.9238095238094,494.54761904761904
148,1400506,São João da Baliza,14,RR,494.4927536231884,460.27971014492755,436.1913043478261,451.33768115942013,481.04782608695655
149,1400605,São Luiz,14,RR,475.7894736842105,474.3017543859648,453.20701754385965,461.1912280701754,466.42280701754373
150,1400704,Uiramutã,14,RR,553.3333333333334,514.1999999999999,434.70000000000005,514.4666666666667,522.5
151,1500107,Abaetetuba,15,PA,571.7663149667839,474.76285658460387,450.1086166471285,477.4246971473227,490.7419499804619
152,1500131,Abel Figueiredo,15,PA,482.8070175438597,458.7614035087719,429.41228070175447,457.50701754385955,477.2114035087721
153,1500206,Acará,15,PA,530.2489019033675,458.3445095168377,433.94860907759903,467.8773060029286,475.1338213762812
154,1500305,Afuá,15,PA,527.2916666666666,470.089583333333,430.5718749999999,460.44166666666655,479.67812499999997
155,1500347,Água Azul do Norte,15,PA,479.7142857142857,468.517142857143,433.4585714285714,458.9792857142856,479.9864285714285
156,1500404,Alenquer,15,PA,501.7837837837838,460.24792792792874,431.6036936936941,463.2735135135135,477.77324324324326
157,1500503,Almeirim,15,PA,509.1089108910891,472.51881188118773,439.5855445544554,473.3906930693069,485.9065346534657
158,1500602,Altamira,15,PA,538.7891944042451,484.38523878437064,451.702629040038,480.27033285094126,497.1862518089712
159,1500701,Anajás,15,PA,493.030303030303,458.25101010100985,420.1717171717173,455.282323232323,472.6585858585858
160,1500800,Ananindeua,15,PA,577.4092072947693,494.84174635522817,470.85837383079894,501.79718346658535,512.819579871456
161,1500859,Anapu,15,PA,461.3821138211382,451.7752032520325,430.47032520325206,442.4630081300815,466.96626016260154
162,1500909,Augusto Corrêa,15,PA,550.4299065420561,462.65196261682235,437.2758878504673,473.547289719626,476.2672897196261
163,1500958,Aurora do Pará,15,PA,499.2086330935252,463.9755395683456,436.74820143884875,457.29784172661886,468.49424460431675
164,1501006,Aveiro,15,PA,468.57142857142856,452.34464285714284,435.95535714285734,451.9642857142857,467.5875000000001
165,1501105,Bagre,15,PA,513.3905579399142,449.96480686695276,421.32532188841213,446.327467811159,462.7218884120172
166,1501204,Baião,15,PA,523.5846724351051,461.13399258343696,429.8419035846725,454.1641532756494,463.890111248455
167,1501253,Bannach,15,PA,495.45454545454544,458.78181818181815,429.44545454545454,455.20000000000005,478.0681818181818
168,1501303,Barcarena,15,PA,547.0259987317692,479.47723525681744,458.34676601141416,485.05351934051953,501.00431198478134
169,1501402,Belém,15,PA,595.6859824737626,503.0019639084183,474.2499515084336,507.0329586782553,516.0195923244842
170,1501451,Belterra,15,PA,536.1959654178675,456.72853025936587,440.4524495677237,472.1144092219017,485.478386167147
171,1501501,Benevides,15,PA,570.8847497089639,482.48806752037166,462.0586728754362,491.69912689173543,501.93370197904505
172,1501576,Bom Jesus do Tocantins,15,PA,523.5582822085889,465.44846625766877,435.5374233128834,474.28220858895685,484.96687116564414
173,1501600,Bonito,15,PA,537.2020725388601,465.03108808290153,436.6352331606215,463.55077720207277,476.56943005181347
174,1501709,Bragança,15,PA,564.4297416509137,476.58100189035787,448.97460617517277,479.31272841839893,490.20834908632656
175,1501725,Brasil Novo,15,PA,536.0759493670886,474.1360759493669,446.370569620253,478.59810126582244,491.0674050632913
176,1501758,Brejo Grande do Araguaia,15,PA,525.3333333333334,469.44666666666666,438.44266666666675,464.76533333333333,486.7319999999999
177,1501782,Breu Branco,15,PA,482.15,457.3442499999993,433.76975,459.7707499999999,477.98900000000043
178,1501808,Breves,15,PA,541.3547351524879,464.7130016051364,438.8194863563396,471.5489887640442,484.3381380417335
179,1501907,Bujaru,15,PA,507.86647314949204,462.0452830188676,432.54281567489124,463.69274310595114,473.11843251088504
180,1501956,Cachoeira do Piriá,15,PA,520.4395604395604,463.08021978021975,441.64505494505494,478.4967032967034,486.6032967032966
181,1502004,Cachoeira do Arari,15,PA,512.9010238907849,445.23959044368604,421.8058020477814,449.77030716723544,462.1392491467577
182,1502103,Cametá,15,PA,575.0990190634833,474.73759022765023,444.1813436979441,471.75715343327875,480.4360725522855
183,1502152,Canaã dos Carajás,15,PA,560.5288932419197,499.12389813908004,465.7090107737511,492.4661116552399,508.86444662095977
184,1502202,Capanema,15,PA,564.9575212393803,476.5148425787105,456.1722638680662,485.5755622188901,499.7882058970511
185,1502301,Capitão Poço,15,PA,533.8870967741935,474.8022580645158,447.27548387096726,474.0346774193546,485.58104838709585
186,1502400,Castanhal,15,PA,620.4541925465838,501.3096855590074,472.2480590062107,504.78544254658414,513.9576086956527
187,1502509,Chaves,15,PA,524.8484848484849,463.7151515151515,430.1636363636364,452.19848484848495,456.839393939394
188,1502608,Colares,15,PA,517.0338983050848,455.57457627118634,433.35381355932185,464.0690677966101,472.9877118644068
189,1502707,Conceição do Araguaia,15,PA,510.83379348426286,471.84815019326345,440.8999999999999,467.5253451131971,480.9491993373827
190,1502756,Concórdia do Pará,15,PA,501.3266998341625,460.7038142620232,434.83797678275266,467.77645107794365,478.1164179104477
191,1502764,Cumaru do Norte,15,PA,428.2758620689655,457.88103448275854,419.2689655172413,456.7120689655172,453.5775862068965
192,1502772,Curionópolis,15,PA,508.7586206896552,466.3489655172414,442.19827586206895,462.58137931034486,481.6099999999995
193,1502806,Curralinho,15,PA,513.3846153846154,450.4532692307694,423.0694230769231,451.89461538461535,465.90307692307636
194,1502855,Curuá,15,PA,495.38461538461536,440.2367521367521,428.56923076923096,457.2059829059828,470.6649572649571
195,1502905,Curuçá,15,PA,528.9461883408072,462.37656950672664,440.56210762331835,469.78396860986487,482.7565022421525
196,1502939,Dom Eliseu,15,PA,534.1520467836257,480.9365497076024,448.2480994152049,476.16286549707587,493.42865497076104
197,1502954,Eldorado do Carajás,15,PA,476.28482972136226,471.009287925697,437.85975232198126,461.0037151702785,482.80061919504647
198,1503002,Faro,15,PA,512.6732673267327,472.83861386138597,436.50396039603953,468.2851485148514,478.2603960396038
199,1503044,Floresta do Araguaia,15,PA,483.25259515570934,457.44013840830456,434.39342560553655,453.24013840830474,471.97647058823543
200,1503077,Garrafão do Norte,15,PA,528.695652173913,473.63913043478243,441.52529644268765,472.6865612648222,487.52252964426884
201,1503093,Goianésia do Pará,15,PA,502.68948655256725,463.9821515892418,434.40293398533004,475.52836185819064,489.2158924205378
202,1503101,Gurupá,15,PA,532.1649484536083,457.37422680412374,430.1701030927835,459.4422680412371,465.9731958762888
203,1503200,Igarapé-Açu,15,PA,572.8571428571429,473.1691609977323,445.16122448979604,474.9239229024941,486.3500000000004
204,1503309,Igarapé-Miri,15,PA,541.885310290652,461.5136684996065,432.99622937941876,459.389395129615,475.6335428122544
205,1503408,Inhangapi,15,PA,578.5321100917431,458.351376146789,453.77431192660544,489.82752293577977,491.9155963302753
206,1503457,Ipixuna do Pará,15,PA,561.3373860182371,477.836170212766,438.15319148936175,466.80030395136777,480.3255319148941
207,1503507,Irituia,15,PA,518.733705772812,462.6137802607068,431.78752327746736,465.3910614525141,478.4113594040973
208,1503606,Itaituba,15,PA,551.0171730515192,483.80000000000007,450.39775429326346,479.87040951122833,495.41955085865214
209,1503705,Itupiranga,15,PA,503.07909604519773,465.16963276836196,436.50225988700527,457.2302259887011,475.63502824858756
210,1503754,Jacareacanga,15,PA,433.7037037037037,437.6981481481482,423.0870370370371,441.5148148148148,465.137037037037
211,1503804,Jacundá,15,PA,517.1011673151751,473.9729571984435,440.1952334630356,468.05651750972754,487.04571984435836
212,1503903,Juruti,15,PA,516.9328263624842,469.398225602028,437.4362484157158,470.2021546261088,479.8514575411913
213,1504000,Limoeiro do Ajuru,15,PA,512.4264705882352,457.17340686274565,434.1634803921566,457.9343137254905,469.4990196078429
214,1504059,Mãe do Rio,15,PA,523.5797665369649,464.8443579766543,442.0845654993516,469.9216601815824,485.42788586251606
215,1504109,Magalhães Barata,15,PA,552.0370370370371,471.84629629629626,437.78981481481475,476.7287037037036,476.35833333333363
216,1504208,Marabá,15,PA,551.4532871972318,486.79227220300015,455.1042329873127,485.3631372549035,500.03161476355405
217,1504307,Maracanã,15,PA,523.5897435897435,458.15769230769223,437.86965811965814,467.3559829059831,476.3363247863251
218,1504406,Marapanim,15,PA,549.5131086142322,455.5940074906369,436.6071161048693,464.47902621722824,480.071161048689
219,1504422,Marituba,15,PA,556.2663268556865,479.16705957311154,458.72459381968787,491.3004141446318,503.7896782414783
220,1504455,Medicilândia,15,PA,505.821325648415,466.3489913544665,435.5959654178675,462.83285302593646,485.65878962536016
221,1504505,Melgaço,15,PA,491.3333333333333,447.35545454545445,418.65454545454537,451.566666666667,458.6727272727272
222,1504604,Mocajuba,15,PA,505.9308314937454,454.66968359087605,430.36416482707955,459.8778513612961,472.12479764532725
223,1504703,Moju,15,PA,529.5595667870036,459.0393501805053,437.21487364620936,460.2296028880868,478.1667870036095
224,1504752,Mojuí dos Campos,15,PA,539.080459770115,464.84770114942546,436.64770114942553,473.7678160919537,487.6224137931037
225,1504802,Monte Alegre,15,PA,529.3729372937294,458.355775577558,433.9278547854781,464.86759075907645,473.7035643564359
226,1504901,Muaná,15,PA,534.0084388185654,465.3413502109708,434.2324894514765,471.4603375527422,481.7586497890297
227,1504950,Nova Esperança do Piriá,15,PA,506.2135922330097,464.49563106796114,434.2849514563107,464.76359223301006,480.870873786408
228,1504976,Nova Ipixuna,15,PA,541.1428571428571,494.3128571428572,447.8342857142859,478.6404761904761,496.3457142857139
229,1505007,Nova Timboteua,15,PA,587.9464285714286,478.5866071428574,443.7388392857145,481.26205357142834,485.3290178571427
230,1505031,Novo Progresso,15,PA,513.2013201320132,491.6524752475248,448.10231023102284,472.85742574257415,492.71848184818475
231,1505064,Novo Repartimento,15,PA,503.7603993344426,476.5986688851919,442.5665557404328,466.22928452579055,485.67487520798653
232,1505106,Óbidos,15,PA,517.25,465.5184374999996,438.9094791666666,470.86031250000013,481.391770833333
233,1505205,Oeiras do Pará,15,PA,506.6666666666667,455.6470809792841,428.34783427495313,458.15743879472683,469.3295668549908
234,1505304,Oriximiná,15,PA,533.1101813110181,468.4316596931665,445.1006276150632,477.97670850766985,488.5993723849374
235,1505403,Ourém,15,PA,527.8534031413612,467.0167539267015,439.4342931937168,469.2086387434554,481.2670157068065
236,1505437,Ourilândia do Norte,15,PA,544.6315789473684,501.72921052631625,462.1102631578951,484.2997368421051,504.2502631578946
237,1505486,Pacajá,15,PA,525.8252427184466,459.6058252427186,440.20097087378633,465.41035598705486,484.73495145631097
